aaa	Ghotuo
sci	Sri Lankan Malay Creole
sck	Sadri
scl	Shina
scn	Sicilian
sco	Scots
scp	Hyolmo
scq	Chung
scs	North Slavey
sct	Southern Katang
scu	Shumcho
scv	Sheni
scw	Sya
sda	Toraja-Sa’dan
sdb	Shabak
sdc	Sassarese Sardinian
sde	Vori
sdf	Sarli
sdg	Savi
sdh	Southern Kurdish
sdj	Suundi
sdk	Sos Kundi
sdl	Saudi Arabian Sign Language
sdn	Gallurese Sardinian
sdo	Bidayuh Serian
sdp	Sherdukpen
sdq	Semandang
sdr	Oraon Sadri
sds	Sened
sdt	Shuadit
sdu	Sarudu
sdx	Sibu Melanau
sdz	Sallands
sea	Semai
seb	Shempire Sénoufo
sec	Sechelt
sed	Sedang
see	Seneca
sef	Cebaara Sénoufo
seg	Segeju
seh	Sena
sei	Seri
sej	Sene
sek	Sekani
sel	Selkup
sen	Nanerigé Sénoufo
seo	Asaba
sep	Sìcìté Sénoufo
seq	Senara Sénoufo
ser	Serrano
ses	Koyraboro Senni Songhay
set	Sentani
seu	Serui-Laut
sev	Nyarafolo Sénoufo
sew	Sewa Bay
sey	Secoya
sez	Senthang Chin
sfb	French Belgian Sign Language
sfe	Eastern Subanen
sfm	Small Flowery Miao
sfs	South African Sign Language
sfw	Esahie
sgb	Mag-antsi Ayta
sgc	Kipsigis
sgd	Surigaonon
sge	Segai
sgg	Swiss-German Sign Language
sgh	Shughni
sgi	Nizaa
sgj	Surgujia
sgk	Sangkong
sgm	Singa
sgp	Singpho
sgr	Sangisari
sgs	Samogitian
sgt	Brokpake
sgu	Salas
sgw	Sebat Bet Gurage
sgx	Sierra Leone Sign Language
sgy	Sanglechi
sgz	Sursurunga
sha	Shall-Zwall
shb	Ninam
shc	Sonde
shd	Kundal Shahi
she	Sheko
shg	Shua
shh	Shoshoni
shi	Tachelhit
shj	Shatt
shk	Shilluk
shl	Shendu
shm	Shahrudi
shn	Shan
sho	Shanga
shp	Shipibo-Conibo
shq	Sala
shr	Shi
shs	Shuswap
sht	Shasta
shu	Chadian Arabic
shv	Shehri
shw	Shwai
shx	She
shy	Tachawit
shz	Syenara Sénoufo
sia	Akkala Saami
sib	Sebop
sid	Sidamo
sie	Simaa
sif	Siamou
sig	Paasaal
sih	Sîshëë
sii	Shom Peng
sij	Numbami
sik	Sikiana
sil	Tumulung Sisaala
sim	Mende
sin	Sinhala
sip	Sikkimese
siq	Sonia
sir	Siri
sis	Siuslaw
siu	Sinagen
siv	Sumariup
siw	Motuna
six	Sumau
siy	Sivandi
siz	Siwi
sja	Epena
sjb	Sajau Basap
sjd	Kildin Saami
sje	Pite Saami
sjg	Assangori
sjk	Kemi Saami
sjl	Miji
sjm	Mapun
sjo	Xibe
sjp	Surjapuri
sjr	Siar-Lak
sjs	Senhaja Berber
sjt	Ter Saami
sju	Ume Saami
sjw	Shawnee
ska	Skagit
skb	Saek
skc	Ma Manda
skd	Southern Sierra Miwok
ske	Ske
skf	Sakirabiá
skg	Sakalava Malagasy
skh	Sikule
ski	Sika
skj	Seke
skm	Kutong
skn	Kolibugan Subanon
sko	Seko Tengah
skp	Sekapan
skq	Sininkere
skr	Saraiki
sks	Maia
skt	Sakata
sku	N’kep
skv	Skou
skw	Skepi Dutch Creole
skx	Seko Padang
sky	Sikaiana
skz	Sekar
slc	Sáliba
sld	Sissala
sle	Sholaga
slf	Swiss-Italian Sign Language
slg	Selungai Murut
slh	Southern Lushootseed
sli	Lower Silesian
slj	Salumá
slk	Slovak
sll	Yui
slm	Pangutaran Sama
sln	Salinan
slp	Lamaholot
slr	Salar
sls	Singapore Sign Language
slt	Sila
slu	Selaru
slv	Slovene
slw	Sialum
slx	Salampasu
sly	Selayar
slz	Ma’ya
sma	South Saami
smb	Simbari
smc	Tayatuk
sme	North Saami
smf	Auwe
smg	Simbali
smh	Samei
smj	Lule Saami
smk	Bolinao
sml	Central Sama
smm	Musasa
smn	Inari Saami
smo	Samoan
smp	Samaritan Hebrew
smq	Samo
smr	Simeulue
sms	Skolt Saami
smt	Simte
smu	Somray
smv	Samvedi
smw	Sumbawa
smx	Samba
smy	Semnani
smz	Simeku
sna	Shona
snc	Sinaugoro
snd	Sindhi
sne	Bau Bidayuh
snf	Noon
sng	Sanga
sni	Sensi
snj	Riverain Sango
snk	Soninke
snl	Sangil
snm	Southern Ma’di
snn	Siona
sno	Snohomish
snp	Siane
snq	Sangu
snr	Sihan
sns	Nahavaq
snu	Viid
snv	Sa’ban
snw	Selee
snx	Sam
sny	Saniyo-Hiyewe
snz	Kou
soa	Thai Song
sob	Sobei
soc	So
sod	Songoora
soe	Ohendo
soh	Aka
soi	Sonha
soj	Soi
sok	Sokoro
sol	Solos
som	Somali
soo	Songo
sop	Songe
soq	Kanasi
sor	Soumraye
sos	Seenku
sot	Southern Sotho
sou	Southern Thai
sov	Sonsorolese
sow	Sowanda
sox	Swo
soy	Miyobe
soz	Temi
spa	Spanish
spb	Sepa
spc	Sapé
spd	Saep
spe	Sepa
spg	Sihan
spi	Saponi
spk	Sengo
spl	Selepet
spm	Akukem
spn	Sanapaná
spo	Spokane
spp	Supyire Sénoufo
spq	Charapa Spanish
spr	Saparua
sps	Saposa
spt	Spiti Bhoti
spu	Sapuan
spv	Sambalpuri
spy	Sabaot
sqa	Shama-Sambuga
sqh	Shau
sqk	Albanian Sign Language
sqm	Suma
sqn	Susquehannock
sqo	Sorkhei
sqq	Sou
sqs	Sri Lankan Sign Language
sqt	Soqotri
squ	Squamish
sqx	Kufr Qassem Sign Language
sra	Saruga
srb	Sora
src	Logudorese Sardinian
sre	Sara Bakati’
srf	Nafi
srg	Sulod
srh	Sarikoli
sri	Siriano
srk	Serudung Murut
srl	Isirawa
srm	Saramaccan
srn	Sranan Tongo
sro	Campidanese Sardinian
srp	Serbian
srq	Sirionó
srr	Serer-Sine
srs	Sarsi
srt	Sauri
sru	Suruí
srv	Southern Sorsoganon
srw	Serua
srx	Sirmauri
sry	Sera
srz	Shahmirzadi
ssb	Southern Sama
ssc	Suba-Simbiti
ssd	Siroi
sse	Balangingih Sama
ssf	Thao
ssg	Seimat
ssh	Shihhi Arabic
ssi	Sansi
ssj	Wia
ssk	Sunam
ssl	Western Sisaala
ssm	Semnam
ssn	Waata
sso	Essono
ssp	Spanish Sign Language
ssq	So’a
ssr	Swiss-French Sign Language
sss	So
sst	Sinasina
ssu	Susuami
ssv	Ngen
ssw	Swati
ssx	Samberigi
ssy	Saho
ssz	Sengseng
sta	Settla
stb	Northern Subanen
std	Sentinel
ste	Liana-Seti
stf	Seta
stg	Trieng
sth	Shelta
sti	Bulo Stieng
stj	Matya Samo
stk	Aramba
stl	Stellingwerfs
stm	Setaman
stn	Owa
sto	Stoney
stp	Southeastern Tepehuan
stq	Saterfriesisch
str	Northern Straits Salish
sts	Shumashti
stt	Budeh Stieng
stu	Samtao
stv	Silt’e
stw	Satawalese
sty	Siberian Tatar
sua	Sulka
sub	Suku
suc	Western Subanon
sue	Suena
sug	Suganga
sui	Suki
suj	Shubi
suk	Sukuma
sun	Sunda
suo	Bouni
suq	Tirmaga-Chai Suri
sur	Mwaghavul
sus	Susu
sut	Subtiaba
suv	Puroik
suw	Sumbwa
suy	Suyá
suz	Sunwar
sva	Svan
svb	Ulau-Suain
svc	Vincentian English Creole
sve	Serili
svk	Slovakian Sign Language
svm	Slavomolisano
svs	Savosavo
swb	Maore Comorian
swc	Congo Swahili
swe	Swedish
swf	Sere
swg	Swabian
swh	Swahili
swi	Sui
swj	Sira
swk	Malawi Sena
swl	Swedish Sign Language
swm	Samosa
swn	Sawknah
swo	Shanenawa
swp	Suau
swq	Sharwa
swr	Saweru
sws	Seluwasan
swt	Sawila
swu	Suwawa
swv	Shekhawati
sww	Sowa
swx	Suruahá
swy	Sarua
sxb	Suba
sxe	Sighu
sxg	Shuhi
sxk	Southern Kalapuya
sxm	Samre
sxn	Sangir
sxr	Saaroa
sxs	Sasaru
sxu	Upper Saxon
sxw	Saxwe Gbe
sya	Siang
syb	Central Subanen
syc	Syriac
syi	Seki
syk	Sukur
syl	Sylheti
sym	Maya Samo
syn	Senaya
syo	Su’ung
sys	Sinyar
syw	Syuba
syx	Samay
syy	Al-Sayyid Bedouin Sign Language
sza	Semelai
szb	Ngalum
szc	Semaq Beri
sze	Seze
szg	Sengele
szl	Silesian
szn	Sula
szp	Suabo
szs	Solomon Islands Sign Language
szv	Isubu
szw	Sawai
szy	Sakizaya
taa	Lower Tanana
tab	Tabasaran
tac	Western Tarahumara
tad	Tause
tae	Tariana
taf	Tapirapé
tag	Tagoi
tah	Tahitian
taj	Eastern Tamang
tak	Tala
tal	Tal
tam	Tamil
tan	Tangale
tao	Yami
tap	Taabwa
taq	Tamasheq
tar	Central Tarahumara
tas	Tay Boi
tat	Tatar
tau	Upper Tanana
tav	Tatuyo
taw	Tay
tax	Tamki
tay	Atayal
taz	Tocho
tba	Aikanã
tbc	Takia
tbd	Kaki Ae
tbe	Tanibili
tbf	Mandara
tbg	North Tairora
tbh	Dharawal
tbi	Gaam
tbj	Tiang
tbk	Calamian Tagbanwa
tbl	Tboli
tbm	Tagbu
tbn	Barro Negro Tunebo
tbo	Tawala
tbp	Taburta
tbr	Tumtum
tbs	Tanguat
tbt	Tembo
tbu	Tubar
tbv	Tobo
tbw	Tagbanwa
tbx	Kapin
tby	Tabaru
tbz	Ditammari
tca	Ticuna
tcb	Tanacross
tcc	Datooga
tcd	Tafi
tce	Southern Tutchone
tcf	Malinaltepec Me’phaa
tcg	Tamagario
tch	Turks and Caicos English Creole
tci	Wára
tck	Tchitchege
tcl	Taman
tcm	Tanahmerah
tcn	Tichurong
tco	Taungyo
tcp	Tawr Chin
tcq	Kaiy
tcs	Torres Strait Creole
tct	T’en
tcu	Southeastern Tarahumara
tcw	Tecpatlán Totonac
tcx	Toda
tcy	Tulu
tcz	Thado Chin
tda	Tagdal
tdb	Panchpargania
tdc	Embera Tadó
tdd	Tai Nüa
tde	Tiranige Diga Dogon
tdf	Talieng
tdg	Western Tamang
tdh	Thulung
tdi	Tomadino
tdj	Tajio
tdk	Rom
tdl	Kusur-Myet
tdm	Taruma
tdn	Tondano
tdo	Teme
tdq	Tita
tdr	Todrah
tds	Doutai
tdt	Tetun Dili
tdv	Atoro
tdx	Tandroy-Mahafaly Malagasy
tdy	Tadyawan
tea	Temiar
teb	Tetete
tec	Terik
ted	Tepo Krumen
tee	Huehuetla Tepehua
tef	Teressa
teg	Teke-Tege
teh	Tehuelche
tei	Aro
tek	Teke-Ibali
tel	Telugu
tem	Themne
ten	Tama
teo	Ateso
tep	Tepecano
teq	Temein
ter	Terêna
tes	Tengger
tet	Tetun
teu	Soo
tev	Teor
tew	Tewa
tex	Tennet
tey	Tulishi
tez	Tetserret
tfi	Tofin Gbe
tfn	Tanaina
tfo	Tefaro
tfr	Teribe
tft	Ternate
tga	Sagalla
tgb	Tobilung
tgc	Tigak
tgd	Choogen
tge	Eastern Gorkha Tamang
tgf	Chalikha
tgh	Tobagonian English Creole
tgi	Lawunuia
tgj	Tagin
tgk	Tajik
tgl	Tagalog
tgn	Tandaganon
tgo	Sudest
tgp	Tangoa
tgq	Tring
tgr	Tareng
tgs	Nume
tgt	Central Tagbanwa
tgu	Tanggu
tgv	Tingui-Boto
tgw	Tagwana Sénoufo
tgx	Tagish
tgy	Togoyo
tgz	Tagalaka
tha	Thai
thd	Kuuk Thayorre
the	Central Tharu
thf	Thangmi
thh	Northern Tarahumara
thi	Tai Long
thk	Kitharaka
thl	Dangaura Tharu
thm	Aheu
thn	Thachanadan
thp	Thompson
thq	Mid-Eastern Tharu
thr	Rana Tharu
ths	Thakali
tht	Tahltan
thu	Thuri
thv	Tahaggart Tamahaq
thy	Tha
thz	Tayart Tamajeq
tia	Tidikelt Tamazight
tic	Tira
tif	Tifal
tig	Tigré
tih	Timugon Murut
tii	Tiene
tij	Tilung
tik	Tikar
til	Tillamook
tim	Timbe
tin	Tindi
tio	Teop
tip	Trimuris
tiq	Tiéfo
tir	Tigrigna
tis	Masadiit Itneg
tit	Tinigua
tiu	Adasen
tiv	Tiv
tiw	Tiwi
tix	Southern Tiwa
tiy	Teduray
tiz	Tai Hongjin
tja	Tajuasohn
tjg	Tunjung
tji	Northern Tujia
tjj	Tjungundji
tjl	Tai Laing
tjm	Timucua
tjn	Tonjon
tjo	Temacine Tamazight
tjp	Tjupany
tjs	Southern Tujia
tju	Tjurruru
tjw	Djabwurrung
tka	Truká
tkb	Buksa
tkd	Tukudede
tke	Takwane
tkf	Tukumanféd
tkg	Tesaka Malagasy
tkl	Tokelauan
tkm	Takelma
tkn	Toku-No-Shima
tkp	Tikopia
tkq	Tèẹ̀ ̣
tkr	Tsakhur
tks	Takestani
tkt	Kathariya Tharu
tku	Upper Necaxa Totonac
tkv	Mur Pano
tkw	Teanu
tkx	Tangko
tkz	Takua
tla	Southwestern Tepehuan
tlb	Tobelo
tlc	Yecuatla Totonac
tld	Talaud
tlf	Telefol
tlg	Tofanma
tli	Tlingit
tlj	Talinga-Bwisi
tlk	Taloki
tll	Tetela
tlm	Tolomako
tln	Talondo’
tlo	Talodi
tlp	Filomena Mata-Coahuitlán Totonac
tlq	Tai Loi
tlr	Talise
tls	Tambotalo
tlt	Sou Nama
tlu	Tulehu
tlv	Taliabu
tlx	Khehek
tly	Talysh
tma	Tama
tmb	Avava
tmc	Tumak
tmd	Haruai
tme	Tremembé
tmf	Toba-Maskoy
tmg	Ternateño
tmi	Vinekula
tmj	Samarokena
tml	Tamnim Citak
tmm	Tai Thanh
tmn	Taman
tmo	Temoq
tmq	Tumleo
tmr	Jewish Babylonian Aramaic
tms	Tima
tmt	Oa
tmu	Iau
tmv	Tembo
tmw	Temuan
tmy	Tami
tmz	Tamanaku
tna	Tacana
tnb	Western Tunebo
tnc	Tanimuca-Letuama
tnd	Angosturas Tunebo
tng	Tobanga
tnh	Maiani
tni	Tandia
tnk	Kwamera
tnl	Lenakel
tnm	Tabla
tnn	North Tanna
tno	Toromono
tnp	Whitesands
tnq	Taíno
tnr	Ménik
tns	Tenis
tnt	Tontemboan
tnu	Tai Khang
tnv	Tangchangya
tnw	Tonsawang
tnx	Tanema
tny	Tongwe
tnz	Ten’edn
tob	Toba Qom
toc	Coyutla Totonac
tod	Toma
tof	Gizrra
tog	Tonga
toh	Tonga
toi	Tonga
toj	Tojolabal
tol	Tolowa
tom	Tombulu
ton	Tongan
too	Xicotepec de Juárez Totonac
top	Papantla Totonac
toq	Toposa
tor	Togbo-Vara Banda
tos	Highland Totonac
tou	Tho
tov	Upper Taromi
tow	Jemez
tox	Tobian
toy	Topoiyo
toz	To
tpa	Taupota
tpc	Azoyú Me’phaa
tpe	Tippera
tpf	Tarpia
tpg	Kula
tpi	Tok Pisin
tpj	Ñandeva
tpk	Tupinikin
tpl	Tlacoapa Me’phaa
tpm	Tampulma
tpn	Tupinambá
tpo	Tai Pao
tpp	Pisaflores Tepehua
tpq	Chhoyul Kinnauri
tpr	Tuparí
tpt	Tlachichilco Tepehua
tpu	Tampuan
tpv	Tanapag
tpx	Acatepec Me’phaa
tpy	Trumai
tpz	Tinputz
tqb	Tembé
tql	Lehali
tqm	Turumsa
tqn	Tenino
tqo	Toaripi
tqp	Tomoip
tqq	Tunni
tqr	Torona
tqt	Totonaco del cerro Xinolatépetl
tqu	Touo
tqw	Tonkawa
tra	Tirahi
trb	Terebu
trc	Copala Triqui
trd	Turi
tre	East Tarangan
trf	Trinidadian English Creole
trg	Lishán Noshan
trh	Turaka
tri	Trió
trj	Toram
trl	Traveller Scottish
trm	Tregami
trn	Trinitario
tro	Tarao Naga
trp	Kok Borok
trq	San Martín Itunyoso Triqui
trr	Taushiro
trs	Chicahuaxtla Triqui
trt	Tunggare
tru	Turoyo
true	Nyankpa
trv	Sediq
trw	Torwali
trx	Tringgus-Sembaan Bidayuh
try	Turung
trz	Torá
tsa	Tsaangi
tsb	Tsamai
tsc	Tswa
tsd	Tsakonian
tse	Tunisian Sign Language
tsg	Tausug
tsh	Tsuvan
tsi	Tsimshian
tsj	Tshangla
tsk	Tseku
tsl	Ts’ün-Lao
tsm	Turkish Sign Language
tsn	Setswana
tso	Tsonga
tsp	Northern Toussian
tsq	Thai Sign Language
tsr	Akei
tss	Taiwan Sign Language
tst	Tondi Songway Kiini
tsu	Tsou
tsv	Tsogo
tsw	Tsishingini
tsx	Mubami
tsy	Tebul Sign Language
tsz	Purepecha
tta	Tutelo
ttb	Gaa
ttc	Tectitec
ttd	Tauade
tte	Bwanabwana
ttf	Tuotomb
ttg	Tutong
tth	Upper Ta’oih
tti	Tobati
ttj	Tooro
ttk	Totoro
ttl	Totela
ttm	Northern Tutchone
ttn	Towei
tto	Lower Ta’oih
ttp	Tombelala
ttq	Tawallammat Tamajaq
ttr	Tera
tts	Northeastern Thai
ttt	Muslim Tat
ttu	Torau
ttv	Titan
ttw	Long Wat
tty	Sikaritai
ttz	Tsum
tua	Wiarumus
tub	Tübatulabal
tuc	Mutu
tud	Tuxá
tue	Tuyuca
tuf	Central Tunebo
tug	Tunia
tuh	Tulil
tui	Tupuri
tuj	Tugutil
tuk	Turkmen
tul	Tula
tum	Tumbuka
tun	Tunica
tuo	Tucano
tuq	Tedaga
tur	Turkish
tus	Tuscarora
tuu	Tututni
tuv	Turkana
tux	Tuxináwa
tuy	Tugen
tuz	Turka
tva	Vaghua
tvd	Tsuvadi
tve	Te’un
tvi	Tulai
tvk	Southeast Ambrym
tvl	Tuvaluan
tvm	Tela-Masbuar
tvn	Tavoyan
tvo	Tidore
tvs	Taveta
tvt	Tutsa Naga
tvu	Tunen
tvw	Sedoa
tvx	Taivoan
tvy	Timor Pidgin
twa	Twana
twb	Tawbuid
twc	Teshenawa
twd	Twents
twe	Teiwa
twf	Northern Tiwa
twg	Tereweng
twh	Tai Dón
twl	Tawara
twm	Tawang Monpa
twn	Twendi
two	Tswapong
twp	Ere
twq	Tasawaq
twr	Southwestern Tarahumara
twt	Turiwára
twu	Termanu
tww	Tuwari
twx	Tewe
twy	Tawoyan
txa	Tombonuo
txc	Tsetsaut
txe	Totoli
txi	Ikpeng
txj	Tarjumo
txm	Tomini
txn	West Tarangan
txo	Toto
txq	Tii
txs	Tonsea
txt	Citak
txu	Kayapó
txx	Tatana
txy	Tanosy Malagasy
tya	Tauya
tye	Kyanga
tyh	O’du
tyi	Teke-Tsaayi
tyj	Tai Yo
tyl	Thu Lao
tyn	Kombai
typ	Thaypan
tyr	Tai Daeng
tys	Tày Sa Pa
tyt	Tày Tac
tyu	Kua
tyv	Tuvan
tyx	Teke-Tyee
tyy	Tiyaa
tyz	Tày
tza	Tanzanian Sign Language
tzh	Tzeltal
tzj	Tz’utujil
tzm	Central Atlas Tamazight
tzn	Tugun
tzo	Tzotzil
tzx	Karawari
uam	Uamué
uan	Kuan
uar	Tairuma
uba	Ubang
ubi	Ubi
ubl	Buhi’non Bikol
ubr	Ubir
ubu	Umbu-Ungu
uby	Ubykh
uda	Uda
ude	Udihe
udg	Muduga
udi	Udi
udj	Ujir
udl	Wuzlam
udm	Udmurt
udu	Uduk
ues	Kioko
ufi	Ufim
ugb	Kuku-Ugbanh
uge	Ughele
ugh	Kubachi
ugn	Ugandan Sign Language
ugo	Ugong
ugy	Uruguayan Sign Language
uha	Uhami
uhn	Damal
uig	Uyghur
uis	Uisai
uiv	Iyive
uji	Rjili
uka	Kaburi
ukg	Ukuriguma
ukh	Ukhwejo
uki	Kui
ukk	Muak Sa-aak
ukl	Ukrainian Sign Language
ukp	Bukpe
ukq	Ukwa
ukr	Ukrainian
uks	Kaapor Sign Language
uku	Ukue
ukv	Kuku
ukw	Ukwuani-Aboh-Ndoni
uky	Kuuk-Yak
ula	Fungwa
ulb	Ulukwumi
ulc	Ulch
ule	Lule
ulf	Usku
uli	Ulithian
ulk	Meriam Mir
ull	Ullatan
ulm	Ulumanda’
uln	Unserdeutsch
ulu	Uma’ Lung
ulw	Ulwa
uly	Buli
uma	Umatilla
umb	Umbundu
umd	Umbindhamu
umg	Morrobalama
umi	Ukit
umm	Umon
umn	Paungnyuan Naga
umo	Umotína
ump	Umpila
umr	Umbugarla
ums	Pendau
umu	Munsee
una	North Kodut
une	Uneme
ung	Ngarinyin
uni	Uni
unk	Enawené-Nawé
unm	Unami
unn	Kurnai
unr	Mundari
unu	Unubahe
unx	Munda
unz	Unde Kaili
uon	Kulon
upi	Umeda
upv	Uripiv-Wala-Rano-Atchin
ura	Urarina
urb	Kaapor
urc	Urningangg
urd	Urdu
ure	Uru
urf	Uradhi
urg	Kobuka
urh	Urhobo
uri	Urim
urk	Urak Lawoi’
url	Urali
urm	Urapmin
urn	Uruangnirin
uro	Ura
urp	Uru-Pa-In
urr	Löyöp
urt	Urat
uru	Urumi
urv	Uruava
urw	Sob
urx	Urimo
ury	Orya
urz	Uru-Eu-Wau-Wau
usa	Usarufa
ush	Ushojo
usi	Usoi
usk	Usaghade
usp	Uspanteko
uss	us-Saare
usu	Uya
uta	Itang
ute	Ute-Southern Paiute
uth	ut-Hun
utp	Amba
utr	Etulo
utu	Utu
uum	Urum
uur	Ura
uuu	U
uve	Fagauvea
uvh	Uri
uvl	Lote
uwa	Kuku-Uwanh
uya	Deko-Dusanga
uzn	Northern Uzbek
uzs	Southern Uzbek
vaa	Vaagri Booli
vae	Vale
vaf	Vafsi
vag	Vagla
vah	Varhadi-Nagpuri
vai	Vai
vaj	Northwestern !Kung
val	Vehes
vam	Dumo
van	Walman
vao	Vao
vap	Vaiphei
var	Huarijío
vas	Vasavi
vau	Vanuma
vav	Varli
vay	Wayu
vbb	Southeast Babar
vbk	Southwestern Bontok
vec	Venetian
ved	Veddah
vel	Veluws
vem	Vemgo-Mabas
ven	Venda
veo	Ventureño
vep	Veps
ver	Verre
vgr	Vaghri
vgt	Flemish Sign Language
vic	Virgin Islands English Creole
vid	Vidunda
vie	Vietnamese
vif	Vili
vig	Viemo
vil	Vilela
vis	Vishavan
vit	Viti
viv	Iduna
vjk	Bajjika
vka	Kariyarra
vkj	Kujarge
vkk	Kaur
vkl	Kulisusu
vkm	Kamakan
vkn	Koro Nulu
vko	Kodeoha
vkp	Korlai Portuguese Creole
vkt	Tenggarong Kutai Malay
vku	Kurrama
vkz	Koro Zuba
vlp	Tavanlav
vls	West Flemish
vma	Martuyhunira
vmb	Barbaram
vmc	Juxtlahuaca Mixtec
vmd	Mudu Koraga
vme	East Masela
vmf	Eastern Franconian
vmg	Vinitiri
vmh	Maraghei
vmi	Miwa
vmj	Ixtayutla Mixtec
vmk	Makhuwa-Shirima
vml	Malgana
vmm	Mitlatongo Mixtec
vmp	Soyaltepec Mazatec
vmq	Soyaltepec Mixtec
vmr	Marenje
vms	Moksela
vmu	Muluridyi
vmv	Valley Maidu
vmw	Makhuwa
vmx	Tamazola Mixtec
vmy	Ayautla Mazatec
vmz	Mazatlán Mazatec
vnk	Lovono
vnm	Neve’ei
vnp	Tapesena
vor	Voro
vot	Vod
vra	Vera’a
vro	Seto
vrs	Varisi
vrt	Banam Bay
vsi	Moldova Sign Language
vsl	Venezuelan Sign Language
vsv	Valencian Sign Language
vto	Vitou
vum	Vumbu
vun	Vunjo
vut	Vute
vwa	Awa
waa	Walla Walla
wab	Yote
wac	Wasco-Wishram
wad	Wamesa
wae	Walser
waf	Wakoná
wag	Wa’ema
wah	Watubela
wai	Wares
waj	Waffa
wal	Wolaytta
wam	Wampanoag
wan	Wan
wao	Wappo
wap	Wapishana
waq	Wagiman
war	Waray-Waray
was	Washo
wat	Kaninuwa
wau	Waurá
wav	Waka
waw	Waiwai
wax	Marangis
way	Wayana
waz	Wampur
wba	Warao
wbb	Wabo
wbe	Waritai
wbf	Wara
wbh	Wanda
wbi	Vwanji
wbj	Alagwa
wbk	Waigali
wbl	Wakhi
wbm	Vo Wa
wbp	Warlpiri
wbq	Waddar
wbr	Wagdi
wbs	West Bengal Sign Language
wbt	Warnman
wbv	Wajarri
wbw	Woi
wca	Yanomámi
wci	Waci Gbe
wdd	Wandji
wdg	Wadaginam
wdj	Wadjiginy
wdk	Wadikali
wdt	Wendat
wdu	Wadjigu
wdy	Wadjabangayi
wea	Wewaw
wec	Wè Western
wed	Wedau
weg	Wergaia
weh	Weh
wei	Kiunum
wem	Weme Gbe
weo	Wemale
wep	Westphalien
wer	Amam
wes	Cameroon Pidgin
wet	Perai
weu	Rawngtu Chin
wew	Wejewa
wfg	Zorop
wga	Wagaya
wgb	Wagawaga
wgg	Wangkangurru
wgi	Wahgi
wgo	Ambel
wgu	Wirangu
wgy	Warrgamay
wha	Sou Upaa
whg	Yuwei
whk	Wahau Kenyah
whu	Wahau Kayan
wib	Southern Toussian
wic	Wichita
wie	Wik-Epa
wif	Wik-Keyangan
wig	Wik Ngathan
wih	Wik-Me’anha
wii	Minidien
wij	Wik-Iiyanh
wik	Wikalkan
wil	Wilawila
wim	Wik-Mungkan
win	Ho-Chunk
wir	Wiraféd
wiu	Witu
wiv	Vitu
wiy	Wiyot
wja	Waja
wji	Warji
wka	Kw’adza
wkb	Kumbaran
wkd	Mo
wkl	Kalanadi
wkr	Keerray-Woorroong
wku	Kunduvadi
wkw	Wakawaka
wky	Wangkayutyuru
wla	Walio
wlc	Mwali Comorian
wle	Wolane
wlg	Kunbarlang
wlh	Welaun
wli	Waioli
wlk	Wailaki
wll	Wali
wln	Walloon
wlo	Wolio
wlr	Moiso
wls	Wallisian
wlu	Wuliwuli
wlv	Bermejo Wichí
wlw	Walak
wlx	Wali
wmb	Wambaya
wmc	Wamas
wmd	Mamaindê
wme	Wambule
wmg	Western Minyag
wmh	Waima’a
wmi	Wamin
wmm	Maiwa
wmn	Waamwang
wmo	Wom
wms	Wambon
wmt	Walmajarri
wmw	Mwani
wmx	Pin
wnb	Mokati
wnc	Wantoat
wnd	Wandarang
wne	Waneci
wng	Wanggom
wni	Ndzwani Comorian
wnk	Wanukaka
wnm	Wanggamala
wnn	Wunumara
wno	Wano
wnp	Wanap
wnu	Usan
wnw	Wintu
wny	Waanyi
woa	Kuwema
wob	Wè Northern
woc	Wogeo
wod	Wolani
woe	Woleaian
wof	Gambian Wolof
wog	Wogamusin
woi	Kamang
wok	Longto
wol	Wolof
wom	Wom
won	Wongo
woo	Manombai
wor	Woria
wos	Hanga Hundi
wow	Wawonii
woy	Weyto
wpc	Maco
wrb	Waluwarra
wrg	Warungu
wrh	Wiradjuri
wri	Wariyangga
wrk	Garrwa
wrl	Warlmanpa
wrm	Warumungu
wrn	Warnang
wro	Worrorra
wrp	Waropen
wrr	Wardaman
wrs	Waris
wru	Waru
wrv	Waruna
wrw	Gugu Warra
wrx	Wae Rana
wry	Merwari
wrz	Waray
wsa	Warembori
wsg	Adilabad Gondi
wsi	Jo
wsk	Waskia
wsr	Owenia
wss	Wasa
wsu	Wasu
wsv	Degano
wtb	Matambwe
wtf	Watiwa
wth	Wathawurrung
wti	Berta
wtk	Watakataui
wtm	Mewati
wtw	Wotu
wua	Wikngenchera
wub	Wunambal
wud	Wudu
wuh	Wutunhua
wul	Silimo
wum	Wumbvu
wun	Bungu
wut	Wutung
wuu	Wu Chinese
wuv	Wuvulu-Aua
wux	Wulna
wuy	Wauyai
wwa	Waama
wwb	Wakabunga
wwo	Dorig
wwr	Warrwa
www	Wawa
wxa	Waxianghua
wxw	Wardandi
wyb	Wangaaybuwan-Ngiyambaa
wyi	Woiwurrung
wym	Wymysorys
wyn	Wyandot
wyr	Wayoró
wyy	Western Fijian
xab	Sambe
xac	Kachari
xad	Adai
xai	Kaimbé
xaj	Ararandewára
xak	Máku
xal	Kalmyk-Oirat
xam	ǀXam
xan	Xamtanga
xao	Khao
xap	Apalachee
xar	Karami
xas	Kamas
xat	Katawixi
